customer_id,first_name,last_name,email,signup_date,region_code,loyalty_tier
168,Customer168,LN168,customer168@shopmail.com,2022-07-12,SE,Silver
169,Customer169,LN169,customer169@shopmail.com,2023-01-20,MW,Bronze
170,Customer170,LN170,customer170@shopmail.com,2022-01-27,UNK,Bronze
171,Customer171,LN171,customer171@shopmail.com,2022-05-03,SW,Silver
172,Customer172,LN172,customer172@shopmail.com,2022-04-14,MW,Silver
173,Customer173,LN173,customer173@shopmail.com,2024-06-06,P,Silver
174,Customer174,LN174,customer174@shopmail.com,2024-04-10,MW,Bronze
175,Customer175,LN175,customer175@shopmail.com,2024-03-12,SE,Bronze
176,Customer176,LN176,customer176@shopmail.com,2023-06-16,NE,Bronze
177,Customer177,LN177,customer177@shopmail.com,2024-04-04,SE,Bronze
178,Customer178,LN178,missing_178@shopmail.com,2022-07-05,MW,Bronze
179,Customer179,LN179,customer179@shopmail.com,2024-11-01,NE,Silver
180,Customer180,LN180,customer180@shopmail.com,2023-07-31,MW,Silver
181,Customer181,LN181,customer181@shopmail.com,2024-12-14,P,Silver
182,Customer182,LN182,customer182@shopmail.com,2022-06-25,W,Bronze
183,Customer183,LN183,customer183@shopmail.com,2023-07-26,UNK,Bronze
184,Customer184,LN184,customer184@shopmail.com,2024-03-11,P,Silver
185,Customer185,LN185,customer185@shopmail.com,2023-07-24,W,Bronze
186,Customer186,LN186,customer186@shopmail.com,2023-05-29,SW,Gold
187,Customer187,LN187,customer187@shopmail.com,2022-07-11,P,Bronze
188,Customer188,LN188,customer188@shopmail.com,2023-03-15,NE,Silver
189,Customer189,LN189,customer189@shopmail.com,2022-10-02,W,Gold
190,Customer190,LN190,customer190@shopmail.com,2022-12-13,SE,Silver
191,Customer191,LN191,customer191@shopmail.com,2024-02-26,W,Silver
192,Customer192,LN192,customer192@shopmail.com,2023-12-26,P,Silver
193,Customer193,LN193,customer193@shopmail.com,2023-11-30,MW,Bronze
194,Customer194,LN194,customer194@shopmail.com,2023-02-21,NE,Silver
195,Customer195,LN195,customer195@shopmail.com,2025-01-08,MW,Gold
196,Customer196,LN196,customer196@shopmail.com,2022-04-11,MW,Gold
197,Customer197,LN197,customer197@shopmail.com,2023-01-29,P,Bronze
198,Customer198,LN198,customer198@shopmail.com,2022-05-16,P,Bronze
199,Customer199,LN199,customer199@shopmail.com,2023-01-25,SW,Silver
200,Customer200,LN200,customer200@shopmail.com,2025-01-11,P,Silver
201,Customer201,LN201,customer201@shopmail.com,2023-02-26,MW,Bronze
202,Customer202,LN202,customer202@shopmail.com,2024-11-10,MW,Bronze
203,Customer203,LN203,customer203@shopmail.com,2023-07-24,P,Bronze
204,Customer204,LN204,customer204@shopmail.com,2024-03-15,W,Bronze
205,Customer205,LN205,customer205@shopmail.com,2023-06-11,SW,Bronze
206,Customer206,LN206,customer206@shopmail.com,2022-11-02,MW,Bronze
207,Customer207,LN207,customer207@shopmail.com,2024-05-28,W,Bronze
208,Customer208,LN208,customer208@shopmail.com,2025-01-19,W,Gold
209,Customer209,LN209,customer209@shopmail.com,2022-10-31,MW,Bronze
210,Customer210,LN210,customer210@shopmail.com,2024-06-14,NE,Bronze
211,Customer211,LN211,customer211@shopmail.com,2022-10-28,NE,Bronze
212,Customer212,LN212,customer212@shopmail.com,2024-04-04,NE,Bronze
213,Customer213,LN213,customer213@shopmail.com,2024-06-26,MW,Gold
214,Customer214,LN214,customer214@shopmail.com,2023-06-01,SW,Gold
215,Customer215,LN215,customer215@shopmail.com,2024-04-27,W,Bronze
216,Customer216,LN216,customer216@shopmail.com,2022-11-10,SE,Bronze
217,Customer217,LN217,customer217@shopmail.com,2022-04-02,W,Bronze
218,Customer218,LN218,customer218@shopmail.com,2022-04-21,SW,Bronze
219,Customer219,LN219,customer219@shopmail.com,2023-05-30,NE,Bronze
220,Customer220,LN220,customer220@shopmail.com,2024-11-03,UNK,Bronze
221,Customer221,LN221,customer221@shopmail.com,2022-05-27,SE,Bronze
222,Customer222,LN222,customer222@shopmail.com,2023-06-09,P,Silver
223,Customer223,LN223,customer223@shopmail.com,2024-03-20,P,Bronze
224,Customer224,LN224,customer224@shopmail.com,2022-08-21,W,Bronze
225,Customer225,LN225,customer225@shopmail.com,2024-04-09,SW,Bronze
226,Customer226,LN226,customer226@shopmail.com,2022-12-18,MW,Bronze
227,Customer227,LN227,customer227@shopmail.com,2024-07-18,SE,Bronze
228,Customer228,LN228,customer228@shopmail.com,2023-10-29,W,Bronze
229,Customer229,LN229,customer229@shopmail.com,2023-09-21,NE,Bronze
230,Customer230,LN230,customer230@shopmail.com,2022-07-23,SE,Bronze
231,Customer231,LN231,customer231@shopmail.com,2023-06-17,NE,Silver
232,Customer232,LN232,customer232@shopmail.com,2024-09-12,MW,Gold
233,Customer233,LN233,customer233@shopmail.com,2022-01-23,SE,Bronze
234,Customer234,LN234,customer234@shopmail.com,2024-05-22,SE,Bronze
235,Customer235,LN235,customer235@shopmail.com,2023-07-21,MW,Silver
236,Customer236,LN236,customer236@shopmail.com,2024-04-07,P,Silver
237,Customer237,LN237,customer237@shopmail.com,2024-02-02,SW,Bronze
238,Customer238,LN238,customer238@shopmail.com,2023-05-12,W,Bronze
239,Customer239,LN239,customer239@shopmail.com,2022-12-21,P,Bronze
240,Customer240,LN240,customer240@shopmail.com,2023-12-23,P,Silver
241,Customer241,LN241,customer241@shopmail.com,2022-06-11,MW,Bronze
242,Customer242,LN242,customer242@shopmail.com,2023-11-03,P,Bronze
243,Customer243,LN243,customer243@shopmail.com,2022-04-19,P,Bronze
244,Customer244,LN244,customer244@shopmail.com,2024-01-18,P,Bronze
245,Customer245,LN245,customer245@shopmail.com,2023-12-25,MW,Bronze
246,Customer246,LN246,customer246@shopmail.com,2022-04-08,SE,Silver
247,Customer247,LN247,customer247@shopmail.com,2024-05-21,SW,Silver
248,Customer248,LN248,customer248@shopmail.com,2023-04-24,P,Bronze
249,Customer249,LN249,customer249@shopmail.com,2024-06-23,P,Bronze
250,Customer250,LN250,customer250@shopmail.com,2022-02-17,SW,Silver
251,Customer251,LN251,customer251@shopmail.com,2022-07-26,NE,Bronze
252,Customer252,LN252,customer252@shopmail.com,2023-07-23,MW,Bronze
253,Customer253,LN253,customer253@shopmail.com,2022-08-05,W,Bronze
254,Customer254,LN254,customer254@shopmail.com,2023-01-15,SW,Silver
255,Customer255,LN255,customer255@shopmail.com,2024-01-30,MW,Silver
256,Customer256,LN256,customer256@shopmail.com,2022-06-16,MW,Gold
257,Customer257,LN257,customer257@shopmail.com,2024-02-19,NE,Silver
258,Customer258,LN258,customer258@shopmail.com,2022-04-29,SE,Bronze
259,Customer259,LN259,customer259@shopmail.com,2022-07-21,W,Bronze
260,Customer260,LN260,customer260@shopmail.com,2023-11-07,SE,Bronze
261,Customer261,LN261,customer261@shopmail.com,2024-07-01,P,Silver
262,Customer262,LN262,customer262@shopmail.com,2022-07-16,NE,Silver
263,Customer263,LN263,customer263@shopmail.com,2022-12-11,SW,Bronze
264,Customer264,LN264,customer264@shopmail.com,2024-11-29,MW,Gold
265,Customer265,LN265,customer265@shopmail.com,2025-02-12,W,Bronze
266,Customer266,LN266,customer266@shopmail.com,2023-10-31,P,Bronze
267,Customer267,LN267,customer267@shopmail.com,2023-05-30,SW,Bronze
268,Customer268,LN268,customer268@shopmail.com,2023-02-03,SW,Gold
269,Customer269,LN269,customer269@shopmail.com,2023-12-06,W,Gold
270,Customer270,LN270,customer270@shopmail.com,2023-11-11,SW,Bronze
271,Customer271,LN271,customer271@shopmail.com,2022-12-05,SE,Gold
272,Customer272,LN272,customer272@shopmail.com,2022-01-27,MW,Gold
273,Customer273,LN273,customer273@shopmail.com,2022-06-24,SE,Silver
274,Customer274,LN274,customer274@shopmail.com,2025-01-07,MW,Gold
275,Customer275,LN275,customer275@shopmail.com,2023-04-26,SW,Bronze
276,Customer276,LN276,customer276@shopmail.com,2023-07-09,SE,Silver
277,Customer277,LN277,customer277@shopmail.com,2023-06-22,SE,Silver
278,Customer278,LN278,customer278@shopmail.com,2024-06-19,W,Silver
279,Customer279,LN279,customer279@shopmail.com,2022-03-16,MW,Bronze
280,Customer280,LN280,customer280@shopmail.com,2022-04-06,SE,Silver
281,Customer281,LN281,customer281@shopmail.com,2022-11-14,W,Gold
282,Customer282,LN282,customer282@shopmail.com,2023-07-14,W,Bronze
283,Customer283,LN283,customer283@shopmail.com,2024-02-11,W,Gold
284,Customer284,LN284,customer284@shopmail.com,2023-07-19,W,Bronze
285,Customer285,LN285,customer285@shopmail.com,2023-05-23,P,Bronze
286,Customer286,LN286,customer286@shopmail.com,2024-12-14,SW,Bronze
287,Customer287,LN287,customer287@shopmail.com,2022-07-05,SE,Silver
288,Customer288,LN288,customer288@shopmail.com,2023-10-20,P,Silver
289,Customer289,LN289,customer289@shopmail.com,2023-09-16,SE,Bronze
290,Customer290,LN290,customer290@shopmail.com,2023-06-29,SE,Silver
291,Customer291,LN291,customer291@shopmail.com,2024-07-17,W,Bronze
292,Customer292,LN292,customer292@shopmail.com,2022-11-04,P,Bronze
293,Customer293,LN293,customer293@shopmail.com,2025-01-01,MW,Gold
294,Customer294,LN294,customer294@shopmail.com,2023-01-17,W,Silver
295,Customer295,LN295,customer295@shopmail.com,2023-09-19,P,Silver
296,Customer296,LN296,customer296@shopmail.com,2023-08-22,W,Silver
297,Customer297,LN297,customer297@shopmail.com,2024-09-04,NE,Gold
298,Customer298,LN298,customer298@shopmail.com,2023-05-20,SW,Bronze
299,Customer299,LN299,customer299@shopmail.com,2022-11-24,SE,Bronze
300,Customer300,LN300,customer300@shopmail.com,2022-01-25,P,Bronze
301,Customer301,LN301,customer301@shopmail.com,2023-02-23,NE,Silver
302,Customer302,LN302,customer302@shopmail.com,2024-08-08,P,Silver
303,Customer303,LN303,customer303@shopmail.com,2022-01-12,SE,Silver
304,Customer304,LN304,customer304@shopmail.com,2024-10-27,MW,Bronze
305,Customer305,LN305,customer305@shopmail.com,2023-09-17,SE,Bronze
306,Customer306,LN306,customer306@shopmail.com,2022-06-11,W,Silver
307,Customer307,LN307,customer307@shopmail.com,2022-12-14,MW,Gold
308,Customer308,LN308,customer308@shopmail.com,2023-09-30,W,Bronze
309,Customer309,LN309,customer309@shopmail.com,2022-12-30,NE,Bronze
310,Customer310,LN310,customer310@shopmail.com,2022-05-05,MW,Bronze
311,Customer311,LN311,customer311@shopmail.com,2024-02-05,P,Bronze
312,Customer312,LN312,customer312@shopmail.com,2024-02-13,P,Bronze
313,Customer313,LN313,customer313@shopmail.com,2022-05-17,SE,Bronze
314,Customer314,LN314,customer314@shopmail.com,2022-11-20,MW,Silver
315,Customer315,LN315,customer315@shopmail.com,2022-10-08,MW,Bronze
316,Customer316,LN316,customer316@shopmail.com,2024-01-29,SW,Bronze
317,Customer317,LN317,customer317@shopmail.com,2024-04-19,SW,Bronze
318,Customer318,LN318,customer318@shopmail.com,2024-04-16,NE,Gold
319,Customer319,LN319,customer319@shopmail.com,2024-12-15,W,Bronze
320,Customer320,LN320,customer320@shopmail.com,2024-06-02,SE,Bronze
321,Customer321,LN321,customer321@shopmail.com,2023-01-04,SE,Bronze
322,Customer322,LN322,customer322@shopmail.com,2022-05-04,P,Silver
323,Customer323,LN323,customer323@shopmail.com,2023-12-08,W,Gold
324,Customer324,LN324,customer324@shopmail.com,2024-11-19,MW,Bronze
325,Customer325,LN325,customer325@shopmail.com,2025-01-26,P,Bronze
326,Customer326,LN326,customer326@shopmail.com,2022-09-22,MW,Bronze
327,Customer327,LN327,customer327@shopmail.com,2022-09-29,SW,Silver
328,Customer328,LN328,customer328@shopmail.com,2022-02-13,SE,Gold
329,Customer329,LN329,customer329@shopmail.com,2022-06-12,SE,Bronze
330,Customer330,LN330,customer330@shopmail.com,2023-10-01,MW,Bronze
331,Customer331,LN331,customer331@shopmail.com,2023-09-21,SW,Silver
332,Customer332,LN332,customer332@shopmail.com,2023-03-03,W,Silver
333,Customer333,LN333,customer333@shopmail.com,2022-12-23,MW,Bronze
334,Customer334,LN334,customer334@shopmail.com,2024-08-12,P,Bronze
335,Customer335,LN335,customer335@shopmail.com,2023-06-14,SW,Bronze
336,Customer336,LN336,customer336@shopmail.com,2024-07-18,NE,Silver
337,Customer337,LN337,customer337@shopmail.com,2025-01-12,W,Silver
338,Customer338,LN338,customer338@shopmail.com,2022-12-31,SW,Silver
339,Customer339,LN339,customer339@shopmail.com,2022-08-22,MW,Silver
340,Customer340,LN340,customer340@shopmail.com,2024-12-31,MW,Bronze
341,Customer341,LN341,customer341@shopmail.com,2024-01-01,SE,Bronze
342,Customer342,LN342,customer342@shopmail.com,2022-12-01,SW,Bronze
343,Customer343,LN343,customer343@shopmail.com,2023-12-17,SW,Gold
344,Customer344,LN344,customer344@shopmail.com,2023-08-16,MW,Silver
345,Customer345,LN345,customer345@shopmail.com,2024-11-07,SE,Bronze
346,Customer346,LN346,customer346@shopmail.com,2022-10-22,MW,Bronze
347,Customer347,LN347,customer347@shopmail.com,2025-02-14,MW,Silver
348,Customer348,LN348,customer348@shopmail.com,2024-12-12,MW,Silver
349,Customer349,LN349,customer349@shopmail.com,2022-07-27,SE,Silver
350,Customer350,LN350,customer350@shopmail.com,2022-07-09,SW,Bronze
351,Customer351,LN351,customer351@shopmail.com,2023-09-06,SE,Gold
352,Customer352,LN352,customer352@shopmail.com,2022-02-21,SW,Silver
353,Customer353,LN353,customer353@shopmail.com,2022-12-10,NE,Silver
354,Customer354,LN354,customer354@shopmail.com,2023-05-16,MW,Silver
355,Customer355,LN355,customer355@shopmail.com,2025-01-19,W,Gold
356,Customer356,LN356,customer356@shopmail.com,2025-02-15,W,Gold
357,Customer357,LN357,customer357@shopmail.com,2022-06-24,W,Silver
358,Customer358,LN358,customer358@shopmail.com,2024-10-22,W,Bronze
359,Customer359,LN359,customer359@shopmail.com,2022-04-15,NE,Bronze
360,Customer360,LN360,customer360@shopmail.com,2024-05-10,MW,Silver
361,Customer361,LN361,customer361@shopmail.com,2024-08-30,SW,Silver
362,Customer362,LN362,customer362@shopmail.com,2024-10-21,W,Bronze
363,Customer363,LN363,customer363@shopmail.com,2022-09-14,SW,Bronze
364,Customer364,LN364,customer364@shopmail.com,2024-10-24,P,Gold
365,Customer365,LN365,customer365@shopmail.com,2022-05-14,SE,Gold
366,Customer366,LN366,customer366@shopmail.com,2023-08-20,NE,Gold
367,Customer367,LN367,customer367@shopmail.com,2023-06-24,NE,Bronze
368,Customer368,LN368,customer368@shopmail.com,2022-12-30,SW,Silver
369,Customer369,LN369,customer369@shopmail.com,2022-01-26,SW,Silver
370,Customer370,LN370,customer370@shopmail.com,2024-06-06,SE,Bronze
371,Customer371,LN371,customer371@shopmail.com,2023-01-21,W,Bronze
372,Customer372,LN372,customer372@shopmail.com,2024-01-31,W,Gold
373,Customer373,LN373,customer373@shopmail.com,2023-04-17,MW,Bronze
374,Customer374,LN374,customer374@shopmail.com,2023-03-06,SE,Silver
375,Customer375,LN375,customer375@shopmail.com,2024-10-16,W,Silver
376,Customer376,LN376,customer376@shopmail.com,2022-04-19,W,Silver
377,Customer377,LN377,customer377@shopmail.com,2024-04-27,SE,Bronze
378,Customer378,LN378,customer378@shopmail.com,2024-05-08,SE,Silver
379,Customer379,LN379,customer379@shopmail.com,2023-03-13,MW,Bronze
380,Customer380,LN380,customer380@shopmail.com,2022-10-29,SW,Silver
381,Customer381,LN381,customer381@shopmail.com,2022-01-07,NE,Bronze
382,Customer382,LN382,customer382@shopmail.com,2024-12-13,P,Silver
383,Customer383,LN383,customer383@shopmail.com,2024-12-25,MW,Silver
384,Customer384,LN384,customer384@shopmail.com,2022-10-05,MW,Bronze
