customer_id,first_name,last_name,email,region,channel_preference,created_at,is_active
CUST000119,Thomas,Jones,customer119@example.com,West,mobile,2026-01-03 00:36:16,True
CUST000120,Richard,Jennings,customer120@example.com,Midwest,mobile,2024-06-10 08:52:36,True
CUST000121,Brittany,Wagner,customer121@example.com,Southeast,mobile,2025-07-31 07:21:54,True
CUST000122,Dawn,Mccall,customer122@example.com,West,store,2024-10-24 10:51:50,False
CUST000123,Joshua,Yates,customer123@example.com,West,marketplace,2024-08-19 14:47:16,True
CUST000124,Phillip,Thornton,customer124@example.com,Southeast,web,2025-08-09 00:05:55,True
CUST000125,James,Farmer,customer125@example.com,West,marketplace,2025-11-10 11:55:29,True
CUST000126,Katrina,Fox,customer126@example.com,Northeast,mobile,2025-02-13 21:41:53,True
CUST000127,Michael,Bond,customer127@example.com,Southeast,web,2025-02-27 07:02:46,True
CUST000128,John,Mccormick,customer128@example.com,Midwest,store,2025-02-14 21:40:18,False
CUST000129,Lisa,Black,customer129@example.com,Midwest,mobile,2025-08-26 20:03:00,True
CUST000130,Tara,Yates,customer130@example.com,Northeast,mobile,2025-08-01 03:04:54,True
CUST000131,Daniel,Jones,customer131@example.com,Midwest,store,2024-04-24 17:56:28,True
CUST000132,Jamie,Lane,customer132@example.com,West,marketplace,2024-10-10 07:38:48,True
CUST000133,Anthony,Ward,customer133@example.com,West,store,2025-01-29 03:34:16,True
CUST000134,Cory,George,customer134@example.com,Southeast,marketplace,2026-04-05 17:05:05,True
CUST000135,Thomas,Proctor,customer135@example.com,Midwest,web,2024-08-16 17:53:51,True
CUST000136,Gavin,Glover,customer136@example.com,Midwest,marketplace,2025-09-11 04:17:26,True
CUST000137,Casey,Riley,customer137@example.com,Southeast,store,2024-04-23 07:08:32,True
CUST000138,Jared,Hunt,customer138@example.com,Northeast,mobile,2024-05-25 15:06:03,False
CUST000139,Susan,Smith,customer139@example.com,Northeast,marketplace,2026-03-29 15:23:41,True
CUST000140,Mary,Smith,customer140@example.com,Northeast,web,2025-07-22 22:35:06,True
CUST000141,Tami,Lewis,customer141@example.com,West,mobile,2024-12-23 00:03:30,True
CUST000142,Donald,Chandler,customer142@example.com,Northeast,marketplace,2024-08-07 10:16:03,False
CUST000143,William,Woods,customer143@example.com,Southeast,web,2024-06-30 16:48:54,True
CUST000144,Michael,Curry,customer144@example.com,Midwest,mobile,2025-07-16 14:48:11,True
CUST000145,Elizabeth,Wood,customer145@example.com,West,mobile,2025-02-07 14:22:06,False
CUST000146,Justin,Villarreal,customer146@example.com,Northeast,web,2026-02-19 15:36:41,True
CUST000147,Sherry,Baker,customer147@example.com,West,store,2024-07-15 04:52:18,False
CUST000148,Jennifer,Thomas,customer148@example.com,Southeast,mobile,2026-01-29 06:59:21,True
CUST000149,Amanda,Blevins,customer149@example.com,Midwest,mobile,2026-02-17 05:09:33,True
CUST000150,Dennis,Rodriguez,customer150@example.com,Northeast,store,2025-10-02 11:29:41,True
CUST000151,Allison,Bradley,customer151@example.com,West,store,2024-10-22 11:31:13,False
CUST000152,Steve,King,customer152@example.com,Southeast,store,2024-09-14 21:20:30,False
CUST000153,Kelly,Ball,customer153@example.com,Northeast,store,2025-08-13 12:36:54,True
CUST000154,Tara,Franco,customer154@example.com,Southeast,mobile,2024-05-31 11:16:48,False
CUST000155,Matthew,Mccarthy,customer155@example.com,Southeast,web,2025-10-18 10:09:59,True
CUST000156,Amy,Cruz,customer156@example.com,West,web,2024-10-28 03:11:17,True
CUST000157,James,Stanton,customer157@example.com,Midwest,mobile,2025-10-22 05:31:57,True
CUST000158,Joseph,Hunt,customer158@example.com,West,marketplace,2025-06-07 13:56:25,False
CUST000159,Karen,Cooper,customer159@example.com,Southeast,marketplace,2025-07-08 23:36:28,True
CUST000160,Scott,Schmidt,customer160@example.com,Northeast,marketplace,2025-10-06 20:03:50,True
CUST000161,Alejandro,Stewart,customer161@example.com,West,marketplace,2025-06-28 21:17:03,True
CUST000162,Melinda,Johnson,customer162@example.com,Southeast,marketplace,2024-04-28 04:18:05,True
CUST000163,Alexander,Burns,customer163@example.com,Southeast,marketplace,2025-07-27 16:33:25,True
CUST000164,Carol,Pena,customer164@example.com,Southeast,web,2024-07-12 04:44:03,True
CUST000165,Scott,Vargas,customer165@example.com,West,store,2025-06-29 18:44:08,False
CUST000166,Emma,Savage,customer166@example.com,Northeast,mobile,2024-12-30 08:14:49,True
CUST000167,Christopher,Ray,customer167@example.com,Northeast,web,2025-02-05 04:20:40,True
CUST000168,Michael,Washington,customer168@example.com,Southeast,mobile,2025-09-09 14:14:49,True
CUST000169,Kathy,Boyd,customer169@example.com,West,store,2026-03-22 20:30:13,True
CUST000170,Felicia,Ruiz,customer170@example.com,Southeast,web,2024-06-11 23:38:06,False
CUST000171,Bethany,Torres,customer171@example.com,West,marketplace,2025-05-11 19:11:25,True
CUST000172,Jennifer,Ramos,customer172@example.com,West,marketplace,2025-10-12 20:18:14,True
CUST000173,Cathy,Anthony,customer173@example.com,Midwest,store,2025-03-14 14:20:00,True
CUST000174,Eric,Phillips,customer174@example.com,Midwest,web,2024-10-28 16:28:03,True
CUST000175,Lindsay,Reed,customer175@example.com,Northeast,mobile,2024-07-03 23:50:25,True
CUST000176,Jill,Cowan,customer176@example.com,West,mobile,2025-06-04 06:16:19,False
CUST000177,Joshua,Johnston,customer177@example.com,Northeast,store,2025-06-15 20:46:37,False
CUST000178,Charles,Quinn,customer178@example.com,Northeast,mobile,2025-06-20 15:27:44,False
CUST000179,Daniel,Alvarado,customer179@example.com,Southeast,marketplace,2024-05-01 20:24:57,True
CUST000180,Jose,Evans,customer180@example.com,Midwest,marketplace,2024-07-18 09:26:39,False
CUST000181,Aaron,Russo,customer181@example.com,Midwest,mobile,2025-08-06 10:18:10,True
CUST000182,John,Luna,customer182@example.com,Northeast,web,2025-06-30 06:55:29,False
CUST000183,Jose,Tucker,customer183@example.com,Northeast,store,2024-11-04 11:31:57,True
CUST000184,Michael,Miller,customer184@example.com,Midwest,store,2025-06-28 21:58:03,True
CUST000185,Lauren,Smith,customer185@example.com,Northeast,marketplace,2025-01-03 19:57:19,False
CUST000186,Rebecca,Hensley,customer186@example.com,Southeast,marketplace,2024-08-03 20:57:09,True
CUST000187,Tracy,Snyder,customer187@example.com,Northeast,web,2025-06-18 15:20:18,True
CUST000188,Charles,Lewis,customer188@example.com,Southeast,mobile,2025-08-19 05:22:54,False
CUST000189,Kevin,Williams,customer189@example.com,Southeast,marketplace,2024-05-01 11:12:31,True
CUST000190,Danny,Bowman,customer190@example.com,Midwest,store,2026-01-23 13:02:47,True
CUST000191,Katherine,Garrett,customer191@example.com,Midwest,web,2024-05-10 12:52:28,True
CUST000192,Daniel,Sparks,customer192@example.com,West,web,2024-06-18 13:03:08,False
CUST000193,Karen,Jones,customer193@example.com,Southeast,store,2025-01-16 18:21:27,True
CUST000194,Samuel,Baxter,customer194@example.com,West,web,2026-04-16 18:23:37,False
CUST000195,Melody,Adkins,customer195@example.com,Midwest,web,2024-07-12 05:11:12,False
CUST000196,Chelsea,Reid,customer196@example.com,West,store,2025-06-24 08:28:23,True
CUST000197,Brittany,Michael,customer197@example.com,Midwest,mobile,2024-07-31 15:43:30,True
CUST000198,Yvonne,West,customer198@example.com,Southeast,marketplace,2026-02-17 16:02:12,True
CUST000199,Paul,Mcintosh,customer199@example.com,Southeast,web,2024-04-25 20:34:34,False
CUST000200,Jonathon,Mckinney,customer200@example.com,Midwest,mobile,2025-01-30 02:44:14,True
CUST000201,Dustin,Bradford,customer201@example.com,Midwest,web,2024-07-13 15:21:59,False
CUST000202,Mark,Chase,customer202@example.com,Northeast,web,2025-10-16 07:49:10,True
CUST000203,Joseph,Hill,customer203@example.com,Northeast,store,2024-06-23 02:58:24,False
CUST000204,Jennifer,Prince,customer204@example.com,Northeast,web,2025-10-21 11:58:52,True
CUST000205,Debra,Lawson,customer205@example.com,Northeast,store,2024-08-02 22:20:19,False
CUST000206,Keith,Young,customer206@example.com,Southeast,web,2025-08-19 06:55:36,True
CUST000207,Patricia,Knox,customer207@example.com,Southeast,store,2025-09-11 16:08:11,True
CUST000208,Joseph,Jones,customer208@example.com,West,web,2025-06-15 21:21:57,True
CUST000209,Maria,Wilkinson,customer209@example.com,Northeast,marketplace,2025-04-19 19:24:05,True
CUST000210,Susan,Howard,customer210@example.com,Northeast,store,2024-09-17 23:41:55,True
CUST000211,Kimberly,Andrews,customer211@example.com,Northeast,store,2024-06-30 02:13:21,False
CUST000212,Brian,Shaw,customer212@example.com,Southeast,marketplace,2025-10-06 04:05:01,True
CUST000213,April,Adams,customer213@example.com,Midwest,store,2024-09-09 19:20:31,True
CUST000214,Joseph,Sullivan,customer214@example.com,Southeast,store,2026-04-17 10:12:26,True
CUST000215,Lindsay,Burke,customer215@example.com,Southeast,marketplace,2025-10-03 20:42:42,False
CUST000216,Levi,Choi,customer216@example.com,Southeast,marketplace,2026-04-07 07:28:02,False
CUST000217,Joshua,Peterson,customer217@example.com,West,mobile,2025-11-08 17:18:11,True
CUST000218,Eric,Guerra,customer218@example.com,West,store,2025-08-12 09:18:25,True
CUST000219,Kimberly,Mcguire,customer219@example.com,Midwest,web,2025-12-27 00:00:22,True
CUST000220,Aaron,Blair,customer220@example.com,Northeast,mobile,2026-02-14 15:56:09,True
CUST000221,Tony,Avila,customer221@example.com,Northeast,marketplace,2024-11-20 15:54:26,True
CUST000222,Henry,Brown,customer222@example.com,Northeast,marketplace,2024-09-24 22:09:21,True
CUST000223,Tracey,Randall,customer223@example.com,Midwest,mobile,2025-09-08 06:31:46,True
CUST000224,Amanda,Rodriguez,customer224@example.com,West,mobile,2026-01-29 07:02:56,True
CUST000225,Michael,Gray,customer225@example.com,Southeast,mobile,2024-10-29 02:44:25,True
CUST000226,Dana,Flowers,customer226@example.com,West,store,2024-11-08 06:44:20,False
CUST000227,Anna,Valentine,customer227@example.com,Southeast,mobile,2024-09-17 19:07:54,False
CUST000228,Bradley,Rivera,customer228@example.com,Northeast,web,2026-01-11 09:22:57,False
CUST000229,Stephanie,Johnson,customer229@example.com,West,web,2025-12-08 00:40:08,True
CUST000230,Sarah,Henderson,customer230@example.com,Southeast,store,2025-05-23 18:31:15,True
CUST000231,Scott,Sullivan,customer231@example.com,Northeast,web,2024-06-29 23:18:38,False
CUST000232,Robert,Cowan,customer232@example.com,West,web,2026-01-15 08:26:51,True
CUST000233,James,Fischer,customer233@example.com,Southeast,store,2026-03-02 16:38:09,False
CUST000234,Tara,Richardson,customer234@example.com,Southeast,mobile,2025-03-18 19:35:41,False
CUST000235,Katherine,Ramirez,customer235@example.com,Northeast,web,2026-03-21 18:53:07,True
CUST000236,Nicholas,Marsh,customer236@example.com,Southeast,web,2025-02-18 04:32:26,True
CUST000237,David,Duran,customer237@example.com,Northeast,marketplace,2026-02-21 00:11:52,False
CUST000238,Erik,Davis,customer238@example.com,Southeast,store,2025-05-26 02:29:02,False
CUST000239,Judy,Moore,customer239@example.com,Northeast,web,2025-08-28 02:53:47,True
CUST000240,Kevin,Rogers,customer240@example.com,Northeast,marketplace,2024-08-13 13:02:26,True
CUST000241,Lisa,Smith,customer241@example.com,West,store,2024-09-04 14:31:49,False
CUST000242,Hannah,Smith,customer242@example.com,Northeast,mobile,2025-02-17 04:05:11,False
CUST000243,Joshua,Garcia,customer243@example.com,Northeast,web,2025-07-07 16:08:06,True
CUST000244,Lauren,Stevens,customer244@example.com,Northeast,marketplace,2025-09-04 17:28:00,True
CUST000245,Kathy,Higgins,customer245@example.com,Southeast,web,2025-11-27 22:28:13,False
CUST000246,Cheryl,Jimenez,customer246@example.com,Northeast,marketplace,2025-05-13 09:38:57,True
CUST000247,Andrew,Carney,customer247@example.com,Midwest,mobile,2024-06-01 23:04:28,True
CUST000248,Kathleen,Huynh,customer248@example.com,Northeast,store,2025-03-13 13:00:13,False
CUST000249,David,Lawson,customer249@example.com,Southeast,web,2026-01-10 04:26:04,False
CUST000250,Kara,Miller,customer250@example.com,Northeast,mobile,2025-07-11 16:28:44,True
CUST000251,Jonathan,Anderson,customer251@example.com,Southeast,store,2024-09-30 09:55:16,True
CUST000252,Christine,Ford,customer252@example.com,Midwest,web,2026-03-19 05:51:02,False
CUST000253,Nicholas,Harrison,customer253@example.com,Northeast,web,2025-11-30 22:37:21,True
CUST000254,Jenna,Clark,customer254@example.com,Southeast,web,2025-04-23 19:45:16,True
CUST000255,Daniel,Farley,customer255@example.com,Northeast,web,2024-05-07 14:25:44,True
CUST000256,Veronica,Watson,customer256@example.com,Midwest,marketplace,2024-05-08 16:02:57,True
CUST000257,Tara,Wagner,customer257@example.com,Midwest,marketplace,2024-10-27 02:28:16,True
CUST000258,Anthony,Noble,customer258@example.com,Northeast,mobile,2025-12-16 14:08:14,True
CUST000259,Tony,Andrews,customer259@example.com,Midwest,store,2025-06-05 10:34:40,False
CUST000260,Brittany,Park,customer260@example.com,Southeast,marketplace,2025-07-25 06:42:52,True
CUST000261,Melissa,Bailey,customer261@example.com,Northeast,marketplace,2025-11-17 08:00:15,False
CUST000262,Heidi,Hughes,customer262@example.com,Southeast,store,2026-04-17 19:57:25,True
CUST000263,Russell,Henry,customer263@example.com,West,web,2026-01-28 03:29:41,True
CUST000264,Daniel,Gomez,customer264@example.com,Northeast,marketplace,2026-01-02 17:20:09,True
CUST000265,Jaime,Nguyen,customer265@example.com,Southeast,marketplace,2025-11-17 01:39:23,True
CUST000266,Brian,Weaver,customer266@example.com,Southeast,store,2024-12-26 02:59:29,False
CUST000267,Jessica,Jackson,customer267@example.com,West,store,2024-06-25 12:34:44,False
CUST000268,Valerie,Barnes,customer268@example.com,Northeast,store,2025-12-23 03:54:02,True
CUST000269,Wendy,Lang,customer269@example.com,Midwest,mobile,2024-06-22 11:24:46,True
CUST000270,Tiffany,Campos,customer270@example.com,Southeast,store,2024-07-01 12:34:06,False
CUST000271,Cassandra,Roth,customer271@example.com,Northeast,web,2025-03-24 18:52:53,True
CUST000272,David,Mccoy,customer272@example.com,Midwest,mobile,2024-09-16 11:25:25,True
CUST000273,Patrick,Michael,customer273@example.com,Northeast,store,2025-01-21 18:55:01,False
CUST000274,Penny,Fuentes,customer274@example.com,Northeast,web,2026-02-03 20:15:14,False
CUST000275,Amanda,Mendoza,customer275@example.com,Southeast,mobile,2024-04-26 07:39:39,True
CUST000276,Melanie,Reed,customer276@example.com,West,store,2024-06-06 06:00:38,True
CUST000277,David,Allen,customer277@example.com,Northeast,web,2026-01-27 07:57:40,True
CUST000278,Maria,Williams,customer278@example.com,Southeast,marketplace,2026-01-21 14:51:57,False
CUST000279,Brian,Strickland,customer279@example.com,Midwest,store,2025-09-05 06:50:46,True
CUST000280,Joshua,Vega,customer280@example.com,Northeast,mobile,2024-05-13 08:40:13,True
CUST000281,Joshua,Harvey,customer281@example.com,Southeast,marketplace,2025-12-04 08:05:40,True
CUST000282,Carly,Mack,customer282@example.com,Northeast,web,2025-07-31 11:34:55,True
CUST000283,Caroline,Miller,customer283@example.com,West,marketplace,2025-08-28 19:57:07,True
CUST000284,Tammy,Williams,customer284@example.com,Midwest,mobile,2025-01-17 19:40:05,True
CUST000285,Jacob,Gonzales,customer285@example.com,Northeast,store,2024-11-19 17:53:24,False
CUST000286,Joseph,Anderson,customer286@example.com,Northeast,marketplace,2025-05-29 08:05:38,False
CUST000287,Sarah,Ward,customer287@example.com,Midwest,mobile,2024-10-30 11:40:04,True
CUST000288,Ellen,Roberts,customer288@example.com,Southeast,store,2025-01-17 05:55:36,True
CUST000289,Karen,Robinson,customer289@example.com,Northeast,web,2025-07-22 17:03:35,True
CUST000290,Ana,Long,customer290@example.com,Midwest,store,2026-03-30 15:23:37,True
CUST000291,Erik,Wolf,customer291@example.com,West,web,2025-10-27 22:25:01,True
CUST000292,Alicia,Smith,customer292@example.com,Northeast,store,2024-07-08 15:28:51,False
CUST000293,Angela,Mcmillan,customer293@example.com,West,store,2026-04-03 17:02:58,True
CUST000294,Devon,Todd,customer294@example.com,West,mobile,2025-12-15 17:51:21,True
CUST000295,Erika,Curtis,customer295@example.com,West,web,2024-05-19 01:19:31,True
CUST000296,Anthony,Larsen,customer296@example.com,Southeast,web,2026-02-23 02:28:22,True
CUST000297,Sally,Wheeler,customer297@example.com,Northeast,web,2024-09-04 23:08:02,True
CUST000298,Nicholas,Woods,customer298@example.com,West,store,2025-01-13 08:36:09,True
CUST000299,Philip,Reyes,customer299@example.com,West,mobile,2024-12-20 05:37:43,True
CUST000300,Holly,Young,customer300@example.com,Midwest,web,2024-07-18 13:36:38,True
CUST000301,Courtney,Shelton,customer301@example.com,West,marketplace,2024-10-16 13:09:34,True
CUST000302,Joshua,Gonzalez,customer302@example.com,Northeast,web,2025-06-27 05:12:12,True
CUST000303,Susan,Meyer,customer303@example.com,Northeast,store,2024-07-21 01:36:07,True
CUST000304,Olivia,Boyer,customer304@example.com,West,store,2025-11-13 05:50:03,False
CUST000305,Anthony,Ramirez,customer305@example.com,Midwest,marketplace,2025-07-18 16:50:18,True
